"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2010",32.59724,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2011",29.03294,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2012",-1.777388,"B"
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2013",11.03497,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2014",-3.980263,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2015",-15.21464,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2016",-4.895456,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2017",17.57257,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2018",-2.98401,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2019",-8.79581,
"TUR","TRADEGOOD","IMP","PC_CHGPP","A","2020",3.80157,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2008",1.268023,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.50657,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2010",14.47745,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2011",14.78984,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2012",0.2599008,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2013",1.189889,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2014",4.068292,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2015",-9.437264,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2016",-4.765817,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2017",5.286441,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2018",6.293955,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.208022,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2020",-12.62175,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2008",7.495244,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2009",-25.86065,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2010",22.66801,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2011",15.41402,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2012",3.090773,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2013",-0.3484599,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2014",3.879173,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2015",-4.590971,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2016",-2.694842,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2017",6.961331,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2018",8.45533,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2019",-1.733518,
"USA","TRADEGOOD","IMP","PC_CHGPP","A","2020",-6.532523,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2008",28.53532,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2009",-32.50266,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2010",46.42654,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2011",30.23084,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2012",-8.093346,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2013",9.51218,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2014",-11.69635,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2015",-8.412565,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2016",-7.230297,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2017",19.8471,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2018",-2.173686,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2019",-24.98091,
"ARG","TRADEGOOD","IMP","PC_CHGPP","A","2020",-13.78145,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2008",42.96895,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2009",-25.693,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2010",41.58107,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2011",24.96947,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2012",-1.009295,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2013",6.809436,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2014",-4.269082,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2015",-24.81826,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2016",-19.56247,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2017",14.07686,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2018",16.01547,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2019",0.3202314,
"BRA","TRADEGOOD","IMP","PC_CHGPP","A","2020",-14.34379,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2008",31.41024,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2009",-31.40981,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2010",37.70542,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2011",28.56635,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2012",6.588757,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2013",-0.8833678,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2014",-8.055781,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.71754,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2016",-4.589992,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2017",10.18894,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2018",14.33713,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2019",-6.416505,
"CHL","TRADEGOOD","IMP","PC_CHGPP","A","2020",-16.52107,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2008",18.40163,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2009",-11.392,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2010",38.93097,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2011",25.12806,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2012",4.229378,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2013",7.005078,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.8138654,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.38222,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2016",-5.905444,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2017",17.01346,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2018",15.62558,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2019",-2.988715,
"CHN","TRADEGOOD","IMP","PC_CHGPP","A","2020",-0.9126583,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2008",20.56049,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2009",-16.96354,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2010",22.82231,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2011",34.4702,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2012",9.014504,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2013",0.2260555,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2014",7.808144,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2015",-15.33184,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2016",-16.95234,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2017",2.845343,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2018",10.58636,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2019",2.983227,
"COL","TRADEGOOD","IMP","PC_CHGPP","A","2020",-17.37275,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2008",7.656327,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.8955,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2010",20.57164,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2011",31.37022,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2012",-0.2198191,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2013",-0.54743,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2014",-3.071283,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2015",-7.496325,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2016",-1.061594,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2017",4.467333,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2018",8.449519,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.605846,
"CRI","TRADEGOOD","IMP","PC_CHGPP","A","2020",-13.79433,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2008",1.984441,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2009",-36.69484,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2010",20.2233,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2011",42.63226,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2012",4.064306,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2013",2.168835,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2014",-1.089633,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2015",-20.5184,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2016",2.641744,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2017",11.50989,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2018",15.44534,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2019",-6.085958,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2020",-4.022181,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2008",40.08963,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2009",-19.95488,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2010",36.33856,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2011",32.74659,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2012",5.49499,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2013",-5.023066,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2014",-0.5778394,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.95098,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2016",-8.094875,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2017",24.47004,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2018",14.04809,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2019",-5.396287,
"IND","TRADEGOOD","IMP","PC_CHGPP","A","2020",-23.32454,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2008",71.53963,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2009",-24.18506,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2010",40.44206,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2011",30.34689,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2012",8.163125,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2013",-2.872854,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2014",-4.738221,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2015",-19.4137,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2016",-5.111579,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2017",15.64164,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2018",18.98211,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2019",-8.561471,
"IDN","TRADEGOOD","IMP","PC_CHGPP","A","2020",-16.63832,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2008",15.09114,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2009",-27.19394,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2010",25.04145,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2011",24.19132,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2012",-1.280361,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2013",-1.395282,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.7479147,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.37762,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2016",6.631268,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2017",4.06957,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2018",11.39148,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2019",-0.5371508,
"ISR","TRADEGOOD","IMP","PC_CHGPP","A","2020",-7.936028,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2008",4.969455,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2009",-38.5857,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2010",16.88152,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2011",40.80673,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2012",5.366808,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2013",4.385263,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.6730432,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2015",-18.20709,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2016",-2.082408,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2017",16.87534,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2018",16.01992,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.061503,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2020",-2.706986,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2008",27.63195,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2009",-41.37396,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2010",26.97335,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2011",36.57315,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2012",0.4881265,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2013",9.214074,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2014",-1.303359,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2015",-18.15487,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2016",-3.054368,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2017",18.18866,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2018",13.44166,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2019",-2.064151,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2020",-7.484573,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2008",29.92851,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2009",-36.43618,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2010",33.09375,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2011",30.62207,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2012",5.781795,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2013",1.656164,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2014",-9.422783,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2015",-37.54217,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2016",-1.134719,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2017",24.65299,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2018",5.088141,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2019",1.558046,
"RUS","TRADEGOOD","IMP","PC_CHGPP","A","2020",-5.33012,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2008",27.61369,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2009",-16.99149,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2010",11.81941,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2011",23.12265,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2012",18.25113,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2013",8.003222,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2014",3.353804,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2015",0.4717924,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2016",-19.87877,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2017",-3.786775,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2018",1.863845,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2019",11.69672,
"SAU","TRADEGOOD","IMP","PC_CHGPP","A","2020",-9.807629,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2008",16.84626,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2009",-29.14002,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2010",12.80447,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2011",18.92552,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2012",-8.571658,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2013",3.747839,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2014",1.155321,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2015",-12.76035,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2016",3.092314,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2017",18.44185,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2018",17.68428,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2019",3.807055,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2020",-5.17328,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2008",10.57729,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2009",-27.0552,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2010",28.69888,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2011",24.19963,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2012",1.502857,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2013",-1.035948,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2014",-3.452953,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.05513,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2016",-12.27142,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2017",10.98087,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2018",11.67832,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2019",-5.464927,
"ZAF","TRADEGOOD","IMP","PC_CHGPP","A","2020",-21.77453,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2008",11.97712,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2009",-24.73842,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2010",17.83152,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2011",18.19545,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2012",-2.08185,"B"
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2013",0.4192886,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2014",1.700401,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2015",-11.72207,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2016",-2.077575,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2017",10.35813,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2018",9.588968,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.229612,
"OECD","TRADEGOOD","IMP","PC_CHGPP","A","2020",-8.076982,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2008",9.934223,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2009",-24.32573,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2010",18.20089,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2011",17.3369,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2012",-1.472416,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2013",-0.3922147,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2014",1.64748,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2015",-10.70371,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2016",-2.528776,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2017",8.496328,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2018",9.014979,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2019",-2.874317,
"G-7","TRADEGOOD","IMP","PC_CHGPP","A","2020",-8.577539,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2008",14.00353,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.7868,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2010",21.34825,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2011",19.9309,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2012",-0.6091828,"B"
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2013",1.296779,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.9953408,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2015",-12.79786,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2016",-3.329752,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2017",11.92997,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2018",10.67626,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.227549,
"G-20","TRADEGOOD","IMP","PC_CHGPP","A","2020",-7.871371,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2008",14.60356,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2009",-25.44266,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2010",16.08535,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2011",19.48013,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2012",-5.843217,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2013",0.2857419,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.440714,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.41147,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2016",-1.553778,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2017",12.36135,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2018",12.16167,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.650354,
"EA19","TRADEGOOD","IMP","PC_CHGPP","A","2020",-9.457928,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2008",12.26409,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2009",-24.56037,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2010",12.61484,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2011",17.84304,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2012",-6.632345,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2013",1.657523,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2014",1.484409,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2015",-13.89668,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2016",0.2279454,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2017",11.87095,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2018",11.61241,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.639735,
"EU27_2020","TRADEGOOD","IMP","PC_CHGPP","A","2020",-7.643238,
