"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.96865,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2011",18.3641,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2012",12.96167,"B"
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2013",6.317576,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2014",2.619862,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2015",-9.562052,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2016",-0.5880473,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2017",9.763417,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2018",7.992251,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2019",2.057336,
"TUR","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.006394,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2008",3.540254,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.24608,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2010",13.76733,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2011",16.86197,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2012",-1.477315,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2013",-0.5819942,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.532207,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2015",-9.887542,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2016",-6.413045,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2017",7.361871,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2018",7.022233,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.385511,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2020",-14.74717,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2008",12.12718,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2009",-17.97355,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2010",21.04289,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2011",15.8047,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2012",4.418861,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2013",2.118001,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2014",2.707038,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2015",-7.282888,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2016",-3.464835,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2017",6.578122,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2018",7.708901,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2019",-1.372886,
"USA","TRADEGOOD","EXP","PC_CHGPP","A","2020",-13.04476,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2008",25.07592,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2009",-20.49129,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2010",22.45653,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2011",21.71796,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2012",-3.612919,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2013",-5.02363,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2014",-9.950767,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2015",-16.98999,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2016",1.984749,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2017",1.267484,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2018",5.349226,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2019",5.3981,
"ARG","TRADEGOOD","EXP","PC_CHGPP","A","2020",-15.7135,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2008",21.12032,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2009",-21.7337,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2010",31.71962,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2011",27.02372,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2012",-5.549521,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2013",-2.746912,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2014",-4.952899,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2015",-15.54074,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2016",-4.338928,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2017",20.77701,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2018",7.724638,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2019",-4.615406,
"BRA","TRADEGOOD","EXP","PC_CHGPP","A","2020",-6.01293,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2008",-6.254518,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2009",-13.59079,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2010",28.52011,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2011",14.65966,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2012",-4.366481,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2013",-1.668511,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2014",-2.297151,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2015",-17.52216,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2016",-2.044586,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2017",13.57329,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.375405,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2019",-8.210402,
"CHL","TRADEGOOD","EXP","PC_CHGPP","A","2020",7.637784,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2008",17.44102,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2009",-16.44145,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2010",31.643,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2011",20.12452,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2012",8.054501,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2013",8.302264,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2014",5.211479,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2015",-1.74701,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2016",-8.25671,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2017",8.036715,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2018",11.0508,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2019",-0.6918598,
"CHN","TRADEGOOD","EXP","PC_CHGPP","A","2020",2.353858,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2008",25.5577,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2009",-12.59998,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2010",20.87041,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2011",43.37302,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2012",5.851853,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2013",-2.261509,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2014",-6.750113,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2015",-34.36671,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2016",-12.01053,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2017",19.8887,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2018",10.24264,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2019",-5.731479,
"COL","TRADEGOOD","EXP","PC_CHGPP","A","2020",-21.05303,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2008",0.3911023,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2009",-7.813036,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2010",2.585246,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2011",12.87864,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2012",10.14603,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2013",1.997489,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2014",-2.274721,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2015",-16.16778,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2016",11.36486,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2017",4.305039,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2018",5.015447,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2019",3.316423,
"CRI","TRADEGOOD","EXP","PC_CHGPP","A","2020",4.996699,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2008",12.96238,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2009",-27.32955,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2010",27.58137,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2011",44.10363,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2012",-3.262045,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2013",1.552809,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2014",-1.604253,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2015",-20.08206,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2016",1.976466,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.7684,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2018",17.32028,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2019",-5.326064,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2020",1.135139,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2008",29.23193,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2009",-14.93937,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2010",37.06211,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2011",33.6949,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2012",-2.215394,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2013",6.235104,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2014",2.522888,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2015",-16.93103,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.383579,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2017",13.03374,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.788484,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2019",-0.2973678,
"IND","TRADEGOOD","EXP","PC_CHGPP","A","2020",-14.9115,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2008",16.2948,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2009",-12.68152,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2010",35.40012,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2011",27.75277,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2012",-5.629268,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2013",-4.402564,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2014",-3.477585,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2015",-14.31241,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2016",-4.123112,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2017",16.61579,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2018",6.21801,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2019",-6.546557,
"IDN","TRADEGOOD","EXP","PC_CHGPP","A","2020",-1.769781,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2008",12.0277,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2009",-18.06735,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2010",21.02287,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2011",14.2104,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2012",-7.069374,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2013",5.37214,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.207359,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2015",-7.259315,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2016",-2.229017,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2017",1.558423,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2018",1.665736,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2019",-3.977577,
"ISR","TRADEGOOD","EXP","PC_CHGPP","A","2020",-8.364624,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2008",21.82185,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2009",-23.63116,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2010",22.60218,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2011",38.97926,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2012",6.318667,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2013",3.641536,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.924419,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2015",-16.57143,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2016",-0.823215,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2017",14.61176,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2018",15.43629,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.768637,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2020",3.385761,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2008",37.45935,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2009",-30.21042,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2010",25.03484,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2011",36.20264,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2012",5.124011,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2013",10.87289,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2014",-1.086094,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2015",-21.51873,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.889262,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2017",19.82373,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2018",11.8904,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2019",-0.4511854,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2020",-2.152674,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2008",35.07412,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2009",-36.60166,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2010",32.64075,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2011",31.46224,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2012",2.607401,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2013",-1.292473,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2014",-4.528193,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2015",-31.2807,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2016",-17.95333,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2017",25.52273,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2018",25.61614,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2019",-5.20596,
"RUS","TRADEGOOD","EXP","PC_CHGPP","A","2020",-20.87623,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2008",34.44138,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2009",-38.65434,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2010",30.59431,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2011",45.23059,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2012",6.455372,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2013",-3.195632,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2014",-8.896379,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2015",-40.55801,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2016",-9.723839,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2017",20.72245,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2018",32.69928,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2019",-11.13217,
"SAU","TRADEGOOD","EXP","PC_CHGPP","A","2020",-33.54294,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2008",12.43417,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2009",-24.39248,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.44176,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2011",19.6288,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2012",-5.957225,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2013",5.655488,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2014",5.207939,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2015",-12.00547,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2016",3.596885,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2017",17.53823,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2018",15.44312,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2019",1.516398,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2020",-1.670356,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2008",15.20371,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.25453,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2010",45.85284,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2011",19.75368,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2012",-8.809857,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2013",-3.623323,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2014",-4.781551,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2015",-10.44022,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2016",-6.594437,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2017",16.9886,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2018",5.589871,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2019",-4.519666,
"ZAF","TRADEGOOD","EXP","PC_CHGPP","A","2020",-5.01421,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2008",11.15185,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2009",-21.73934,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2010",17.00708,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2011",16.7786,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2012",-1.754032,"B"
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2013",1.597512,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.616878,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2015",-11.59844,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.128543,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2017",9.873581,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.527844,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.620322,
"OECD","TRADEGOOD","EXP","PC_CHGPP","A","2020",-8.251042,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2008",9.199078,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.69591,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2010",17.09513,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2011",14.98852,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2012",-1.258251,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2013",0.4818297,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.772434,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2015",-10.6344,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.497708,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2017",8.085367,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2018",7.589365,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.7202,
"G-7","TRADEGOOD","EXP","PC_CHGPP","A","2020",-11.00327,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2008",13.18669,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2009",-21.88242,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2010",20.78291,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2011",18.88935,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2012",-0.1805645,"B"
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2013",2.346985,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.492862,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2015",-11.38048,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2016",-2.967527,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.37416,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2018",9.85432,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.470061,
"G-20","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.529187,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2008",10.80553,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2009",-21.96996,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2010",14.07858,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2011",19.11307,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2012",-0.09341603,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2013",4.328168,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2014",2.133708,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2015",-12.34798,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2016",-0.03754001,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2017",9.571627,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2018",9.039483,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.431594,
"EA19","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.910322,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2008",10.24143,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.03916,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.91438,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2011",17.4916,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2012",-3.997112,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2013",3.740798,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.963307,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2015",-12.9837,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2016",0.6969047,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.29888,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2018",9.801709,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.748227,
"EU27_2020","TRADEGOOD","EXP","PC_CHGPP","A","2020",-6.735965,
