,COUNTRY,Country,INDICATOR,Indicator,YEAR,Year,Value,Flag Codes,Flags
77217,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2011,2011,18.712476570457,,
77218,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2012,2012,18.38190028087,,
77219,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2013,2013,18.20658728795,,
77220,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2014,2014,18.100950526559,,
77221,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2015,2015,18.247604333415,,
77222,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2016,2016,18.451480060848,,
77223,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2017,2017,18.187855772683,,
77224,GBR,United Kingdom,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2018,2018,18.279186156485,,
77225,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,1994,1994,44.672370501754,,
77226,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,1995,1995,44.209632598132,,
77227,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,1996,1996,45.008376750027,,
77228,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,1997,1997,45.938613323323,,
77229,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,1998,1998,46.608535712149,,
77230,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,1999,1999,47.765545503831,,
77231,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2000,2000,48.580028354707,,
77232,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2001,2001,50.084850773786,,
77233,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2002,2002,51.422862867588,,
77234,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2003,2003,53.145494912559,,
77235,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2004,2004,55.694560428473,,
77236,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2005,2005,57.217400592962,,
77237,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2006,2006,60.611220109777,,
77238,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2007,2007,61.489702395026,,
77239,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2008,2008,61.454209187811,,
77240,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2009,2009,60.733936056222,,
77241,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2010,2010,60.492892969029,,
77242,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2011,2011,60.588651604417,,
77243,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2012,2012,60.599968147674,,
77244,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2013,2013,61.435772642747,,
77245,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2014,2014,62.942219176166,,
77246,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2015,2015,65.144123309739,,
77247,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2016,2016,67.162246769409,,
77248,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2017,2017,68.643359401651,,
77249,GBR,United Kingdom,IND-EQUI-GOODVEH-PC,Goods road motor vehicles per one thousand inhabitants,2018,2018,69.999246467939,,
77250,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,1994,1994,84.308788782585,,
77251,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,1995,1995,84.600877530598,,
77252,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,1996,1996,84.808106302427,,
77253,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,1997,1997,84.887378430167,,
77254,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,1998,1998,84.823262732875,,
77255,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,1999,1999,84.750773461671,,
77256,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2000,2000,84.683924533396,,
77257,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2001,2001,84.669834507619,,
77258,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2002,2002,84.56557795356,,
77259,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2003,2003,84.314521163691,,
77260,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2004,2004,84.014735189323,,
77261,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2005,2005,83.887770806203,,
77262,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2006,2006,83.401788575257,,
77263,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2007,2007,83.214460890389,,
77264,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2008,2008,83.128598848369,,
77265,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2009,2009,83.16140947197,,
77266,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2010,2010,83.280505387694,,
77267,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2011,2011,83.154658488503,,
77268,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2012,2012,83.188667830878,,
77269,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2013,2013,83.187534629806,,
77270,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2014,2014,83.108811313011,,
77271,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2015,2015,82.967500527741,,
77272,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2016,2016,82.819118353817,,
77273,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2017,2017,82.688886470858,,
77274,GBR,United Kingdom,IND-EQUI-PASSCAR-SHARE,Share of passenger cars in total road motor vehicles,2018,2018,82.544327989411,,
77275,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,1994,1994,2.3201766278034,,
77276,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,1995,1995,2.2977445924101,,
77277,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,1996,1996,2.3903199465519,,
77278,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,1997,1997,2.4187425431144,,
77279,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,1998,1998,2.592618828363,,
77280,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2009,2009,3.4855911219606,,
77281,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2010,2010,3.3562241478199,,
77282,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2011,2011,3.3550893420518,,
77283,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2012,2012,3.290766868057,,
77284,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2013,2013,3.2340967007813,,
77285,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2014,2014,3.1849641620274,,
77286,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2015,2015,3.1626286877783,,
77287,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2016,2016,3.1536866019657,,
77288,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2017,2017,3.0891657808173,,
77289,GBR,United Kingdom,IND-EQUI-MOTCYCL-SHARE,Share of motorcycles in total road motor vehicles,2018,2018,3.0860921294427,,
77290,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,1994,1994,10.012782275245,,
77291,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,1995,1995,9.8722192286968,,
77292,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,1996,1996,9.7171702175043,,
77293,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,1997,1997,9.6858165515745,,
77294,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,1998,1998,9.6550258553517,,
77295,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,1999,1999,9.6356136129254,,
77296,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2000,2000,9.6560801917041,,
77297,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2001,2001,9.7034245453056,,
77298,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2002,2002,9.7378157693289,,
77299,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2003,2003,9.8951179922587,,
77300,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2004,2004,10.088169575457,,
77301,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2005,2005,10.228483485261,,
77302,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2006,2006,10.7431034985,,
77303,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2007,2007,10.879425257509,,
77304,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2008,2008,10.881198613459,,
77305,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2009,2009,10.805777875942,,
77306,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2010,2010,10.79585732764,,
77307,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2011,2011,10.863358384545,,
77308,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2012,2012,10.848735132853,,
77309,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2013,2013,10.913040784165,,
77310,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2014,2014,11.075037858394,,
77311,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2015,2015,11.290614891417,,
77312,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2016,2016,11.479224273397,,
77313,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2017,2017,11.65891788423,,
77314,GBR,United Kingdom,IND-EQUI-GOODVEH-SHARE,Share of goods road motor vehicles in total road motor vehicles,2018,2018,11.818038382141,,
77315,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,1994,1994,1.7076580316078,,
77316,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,1995,1995,1.4803268451118,,
77317,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,1996,1996,1.4580283531405,,
77318,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,1997,1997,1.4112169619669,,
77319,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,1998,1998,1.3991120991771,,
77320,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,1999,1999,1.3610471685998,,
77321,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2000,2000,1.4400395265188,,
77322,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2001,2001,1.602503715577,,
77323,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2002,2002,1.531995346718,,
77324,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2003,2003,1.3137047266277,,
77325,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2004,2004,1.0974190071797,,
77326,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2005,2005,0.98493584575437,,
77327,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2006,2006,0.88245007119647,,
77328,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2007,2007,0.78588317459648,,
77329,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2008,2008,0.73896673784196,,
77330,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2009,2009,0.82713004192991,,
77331,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2010,2010,0.81535244611517,,
77332,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2011,2011,0.73097132946959,,
77333,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2012,2012,0.75767823213692,,
77334,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2013,2013,0.81952200223667,,
77335,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2014,2014,0.80798318860682,,
77336,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2015,2015,0.90398794471466,,
77337,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2016,2016,1.0086656303226,,
77338,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2017,2017,0.96148808501289,,
77339,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2018,2018,0.83643856177258,,
77340,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2019,2019,0.80096928865351,,
77341,GBR,United Kingdom,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2020,2020,0.58573409866011,,
77342,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,1994,1994,1.6716325452995,,
77343,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,1995,1995,1.4445344612594,,
77344,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,1996,1996,1.4258654747004,,
77345,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,1997,1997,1.3843940894184,,
77346,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,1998,1998,1.3694036873593,,
77347,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,1999,1999,1.3324896910533,,
77348,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2000,2000,1.4095102919618,,
77349,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2001,2001,1.5728087589371,,
77350,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2002,2002,1.5067973304164,,
77351,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2003,2003,1.2901236570386,,
77352,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2004,2004,1.0775005396752,,
77353,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2005,2005,0.96472268745718,,
77354,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2006,2006,0.86473551367801,,
77355,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2007,2007,0.77259339671493,,
77356,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2008,2008,0.7228872726648,,
77357,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2009,2009,0.81591717705179,,
77358,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2010,2010,0.80445697187843,,
77359,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2011,2011,0.71710379356391,,
77360,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2012,2012,0.74364355829055,,
77361,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2013,2013,0.79945480920569,,
77362,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2014,2014,0.79540848359214,,
77363,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2015,2015,0.88726051046523,,
77364,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2016,2016,0.98960426825227,,
77365,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2017,2017,0.94244596896107,,
77366,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2018,2018,0.81942267300467,,
77367,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2019,2019,0.78189844832033,,
77368,GBR,United Kingdom,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2020,2020,0.57218000235791,,
77369,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,1994,1994,0.0360254863083,,
77370,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,1995,1995,0.03579238385238,,
77371,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,1996,1996,0.03216287844015,,
77372,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,1997,1997,0.02682287254846,,
77373,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,1998,1998,0.02970841181774,,
77374,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,1999,1999,0.02855747754657,,
77375,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2000,2000,0.03052923455698,,
77376,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2001,2001,0.02969495663995,,
77377,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2002,2002,0.02519801630165,,
77378,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2003,2003,0.02358106958911,,
77379,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2004,2004,0.01991846750449,,
77380,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2005,2005,0.02021315829719,,
77381,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2006,2006,0.01771455751847,,
77382,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2007,2007,0.01328977788155,,
77383,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2008,2008,0.01607946517717,,
77384,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2009,2009,0.01121286487811,,
77385,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2010,2010,0.01089547423674,,
77386,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2011,2011,0.01386753590569,,
77387,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2012,2012,0.01403467384637,,
77388,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2013,2013,0.02006719303098,,
77389,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2014,2014,0.01257470501469,,
77390,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2015,2015,0.01672743424943,,
77391,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2016,2016,0.01906136207031,,
77392,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2017,2017,0.01904211605181,,
77393,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2018,2018,0.01701588876791,,
77394,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2019,2019,0.01907084033318,,
77395,GBR,United Kingdom,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2020,2020,0.0135540963022,,
77396,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,1994,1994,33.655248022816,,
77397,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,1995,1995,34.232354453358,,
77398,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,1996,1996,35.480870150489,,
77399,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,1997,1997,37.704849948096,,
77400,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,1998,1998,39.507949277261,,
77401,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,1999,1999,39.018094433864,,
77402,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2000,2000,40.544236233488,,
77403,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2001,2001,44.420475735717,,
77404,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2002,2002,45.931648959746,,
77405,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2003,2003,45.172346229588,,
77406,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2004,2004,44.127578717743,,
77407,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2005,2005,41.301344214882,,
77408,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2006,2006,39.245765021081,,
77409,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2007,2007,39.646042919052,,
77410,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2008,2008,34.93093297935,,
77411,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2009,2009,32.039507183073,,
77412,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2010,2010,32.23642152927,,
77413,GBR,United Kingdom,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2011,2011,30.73559240207,,
